"","A1-6854_S1","A3-6830_S17","B1-6855_S2","B2-6813_S10","B3-6832_S18","C1-6872_S3","C2-6821_S11","C3-6835_S19","D1-6863_S4","D2-6822_S12","D3-6843_S20","E1-6870_S5","E2-6826_S13","F1-6803_S6","F2-6845_S14","G1-6806_S7","G2-6847_S15_1","H1-6807_S8","H2-6848_S16"
"DN373793",0,0,2,5,0,0,1,0,0,1,2,1,7,1,0,0,2,0,1
"DN373804",2,0,10,0,0,5,1,0,3,4,3,0,1,0,3,3,0,3,0
"DN373820",14,26,31,13,31,22,11,25,68,27,78,17,31,16,7,14,5,10,2
"DN373822",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"DN373829",0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"DN373835",0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,2
"DN373852",1,0,2,1,0,2,0,0,6,0,0,2,7,0,1,0,0,0,0
"DN373868",0,0,0,0,14,0,1,0,3,2,0,0,0,0,2,0,2,0,1
"DN373878",9,15,30,10,30,5,26,7,4,57,40,6,42,23,2,23,9,15,10
"DN373887",0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"DN373905",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"DN373918",225,214,328,259,323,232,240,377,578,279,486,175,361,294,220,266,194,242,89
"DN373926",2,4,0,2,3,2,0,2,3,0,8,2,2,1,3,0,3,5,0
"DN373927",0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
"DN373928",3,3,1,3,3,3,4,1,5,6,3,0,7,2,1,0,2,1,2
"DN373948",4,4,5,2,1,1,1,2,2,0,1,0,0,2,2,1,2,0,1
"DN373964",0,1,7,1,6,3,1,4,7,8,6,5,13,4,2,2,0,1,3
"DN373965",1,0,5,3,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
"DN373980",4,1,4,14,5,1,5,4,5,8,5,5,10,3,3,7,0,1,5
"DN373996",340,756,895,74,627,325,412,510,1248,850,877,87,524,335,190,220,450,476,1
"DN374020",2,1,0,1,0,1,3,0,6,1,0,1,5,1,2,1,2,3,1
"DN374025",0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
"DN374041",0,2,2,1,3,1,1,0,3,1,9,0,1,0,0,0,0,0,0
"DN374053",0,3,4,3,2,4,0,2,1,0,1,3,0,0,0,1,1,0,0
"DN374055",1,0,0,1,1,0,0,0,0,0,0,1,2,2,0,0,1,0,0
"DN374059",1,0,0,0,2,2,0,0,5,1,1,0,2,0,0,0,0,0,0
"DN374069",2,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,1,0,2
"DN374085",1,4,3,0,8,0,13,1,2,7,3,0,16,2,2,1,3,0,5
"DN374087",1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"DN374088",11,4,20,11,11,14,8,18,13,19,22,8,11,13,6,6,5,12,10
"DN374121",6,2,4,7,6,5,10,2,9,6,4,3,11,21,2,9,2,12,6
"DN374134",1,5,4,6,4,1,3,0,5,6,4,0,7,2,1,0,3,4,1
"DN374135",1,7,17,8,1,3,6,2,22,31,24,2,22,4,9,14,3,4,1
"DN374140",1,0,3,0,0,2,2,5,3,1,3,1,1,1,0,1,1,1,1
"DN374151",153,122,213,127,112,142,113,150,402,111,182,88,182,146,54,129,72,98,25
"DN374166",0,0,0,0,0,0,1,0,1,4,0,0,0,3,0,0,1,1,1
"DN374182",8,1,14,7,6,13,3,3,50,11,4,4,19,1,20,3,2,1,0
"DN374185",1,2,0,0,2,2,1,3,9,1,8,2,2,6,5,4,0,1,0
"DN374192",3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
"DN374201",4,1,3,1,0,0,0,0,0,0,1,0,1,0,4,1,0,1,0
"DN374231",5,13,23,7,12,15,5,2,29,5,17,12,20,4,3,8,6,6,4
"DN374265",17,17,25,21,33,25,14,20,38,16,32,12,25,15,16,9,10,14,4
"DN374289",0,0,0,0,0,2,0,0,0,0,1,0,4,1,0,1,1,2,0
"DN374293",0,2,2,1,1,1,0,1,2,0,5,0,1,0,1,0,0,2,0
"DN374337",0,0,0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0
"DN374349",7,2,16,1,6,4,1,1,4,0,7,2,10,4,2,0,4,1,0
"DN374384",0,0,0,2,0,1,1,0,6,2,2,1,2,0,1,0,1,0,0
"DN374388",0,1052,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
"DN374406",0,1,2,0,0,0,0,1,1,0,0,1,2,1,1,1,1,0,0
"DN374430",7,4,2,2,2,2,5,2,4,9,8,1,5,0,1,1,8,0,2
"DN374484",1,0,2,3,1,1,1,0,0,0,2,1,4,1,0,1,0,0,2
"DN374505",4,3,4,4,2,0,0,6,9,6,8,5,8,4,4,6,3,2,4
"DN374536",2,1,0,0,0,2,1,0,1,0,5,0,1,0,2,0,0,1,0
"DN374545",0,0,0,2,3,0,4,0,0,4,16,0,2,0,0,0,1,0,1
"DN374557",1,6,6,1,2,0,2,4,3,6,14,0,14,0,1,1,1,1,4
"DN374564",4,4,5,0,2,2,5,6,11,6,8,2,5,1,1,9,0,2,1
"DN374601",0,0,0,0,0,1,0,1,1,1,1,0,2,0,0,0,2,0,1
"DN374611",1,0,0,1,3,0,0,0,2,1,2,0,1,0,1,0,0,0,0
"DN374627",1,1,9,4,2,2,1,1,4,3,2,1,1,3,0,2,2,4,3
"DN374629",1,1,2,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"DN374640",2,3,12,7,5,3,8,4,10,15,9,0,10,23,5,16,11,7,8
"DN374643",5,10,23,12,26,12,13,6,19,10,17,9,42,6,6,13,5,4,2
"DN374647",0,1,4,7,1,1,2,0,7,2,1,1,2,1,1,1,2,5,1
"DN374648",2,0,2,1,0,0,2,0,3,0,1,2,0,0,1,1,1,3,0
"DN374665",28,47,78,61,68,49,35,52,108,60,80,22,117,45,39,32,38,28,34
"DN374703",0,2,3,1,3,0,0,1,1,1,7,0,3,0,0,0,0,0,0
"DN374708",3,1,2,3,2,3,1,5,7,4,8,1,8,2,1,1,1,4,0
"DN374715",0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,0,0,1,1
"DN374720",3,8,4,4,13,0,9,5,8,19,17,1,20,6,10,13,13,7,24
"DN374734",5,5,15,6,6,5,4,9,11,9,16,6,11,8,7,3,10,5,3
"DN374745",1,2,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0
"DN374806",0,1,0,1,3,0,1,0,3,0,2,0,2,2,1,0,0,2,1
"DN374813",7,0,6,1,25,1,12,5,4,10,9,3,22,5,6,0,23,3,18
"DN374859",0,2,2,2,0,1,0,1,5,2,5,0,0,3,0,0,0,0,0
"DN374860",2,0,0,3,2,0,0,3,3,1,7,0,0,4,1,0,0,1,0
"DN374863",4,9,332,117,9,4,17,10,60,198,68,6,462,83,4,25,0,22,9
"DN374864",1,4,4,5,5,1,6,7,4,6,7,0,8,3,2,5,1,6,2
"DN374894",2,3,6,0,2,0,7,0,2,2,3,1,7,2,1,1,1,0,1
"DN374914",0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"DN374943",8,10,28,26,23,16,5,7,25,4,15,11,26,10,3,8,9,11,3
"DN374944",3,0,2,0,2,0,0,2,2,5,3,0,3,1,0,1,0,0,0
"DN374946",23,14,26,20,29,11,22,14,31,35,21,7,53,15,13,23,22,14,21
"DN374957",1,0,2,1,0,0,1,0,1,3,3,0,7,1,0,0,0,1,2
"DN374999",4,1,3,0,5,3,2,3,6,2,2,6,4,1,1,1,1,1,2
"DN375047",13,8,12,17,23,10,17,10,19,9,12,4,14,12,11,8,7,11,15
"DN375051",5,3,4,1,7,6,1,1,9,4,4,5,0,2,0,2,0,3,0
"DN375061",8,9,4,7,13,4,2,8,7,0,14,2,7,1,4,1,6,2,3
"DN375062",1,3,4,2,2,1,3,4,5,2,16,0,4,2,1,0,1,0,4
"DN375074",0,0,2,0,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0
"DN375095",5,3,10,8,1,4,0,1,10,6,7,7,7,6,2,3,1,1,3
"DN375105",0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
"DN375126",0,2,1,0,3,0,1,3,3,0,2,1,4,0,1,3,0,2,2
"DN375167",1,1,2,0,2,0,0,0,3,0,0,0,0,2,0,1,1,0,0
"DN375177",7,13,9,7,13,2,11,10,11,7,13,1,17,5,3,4,5,1,8
"DN375213",0,1,3,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,1
"DN375215",0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0
"DN375224",363,268,493,187,495,403,271,554,735,262,499,216,325,339,251,217,276,328,168
"DN375240",1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"DN375248",9,11,28,6,18,12,8,5,22,23,22,13,31,8,9,5,10,10,9
"DN375267",0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0
"DN375272",0,2,1,3,4,2,9,2,0,16,7,3,9,1,0,2,0,6,0
"DN375293",0,0,0,1,0,0,0,0,1,3,2,0,0,1,0,0,1,0,0
"DN375295",0,0,0,3,0,1,0,0,1,1,1,0,2,1,1,0,1,0,0
"DN375319",0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0
"DN375329",4,3,10,0,5,2,1,4,7,8,7,2,10,0,3,1,2,3,4
"DN375338",0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0
"DN375343",0,5,2,6,3,0,4,1,1,0,8,2,2,15,0,3,5,8,4
"DN375395",6,2,16,6,19,7,17,1,15,5,9,2,9,5,4,9,1,6,3
"DN375427",0,1,0,2,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1
"DN375453",0,3,3,0,17,1,1,2,1,3,0,2,2,0,1,1,3,3,0
"DN375465",0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,1,0
"DN375471",0,7,11,10,7,3,1,4,7,6,14,0,8,1,0,1,0,3,3
"DN375483",1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1
"DN375508",9,9,39,9,4,6,8,4,39,3,8,4,8,9,9,7,5,9,10
"DN375510",1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
"DN375523",2,3,13,4,7,16,3,7,6,2,2,4,3,8,9,5,2,4,5
"DN375534",5,6,5,13,5,4,5,2,7,4,5,9,14,11,0,9,9,2,6
"DN375558",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2
"DN375598",4,1,5,1,2,1,13,3,22,19,7,3,29,4,6,3,7,1,10
"DN375603",2,3,1,0,3,1,0,2,1,11,3,0,14,0,0,0,1,0,4
"DN375605",0,1,0,1,2,0,2,1,1,8,6,1,1,0,1,4,0,0,0
"DN375609",0,2,1,0,5,0,0,3,0,0,1,0,2,0,0,0,2,0,0
"DN375610",1,1,2,0,0,1,2,0,3,3,1,1,7,0,2,2,3,0,0
"DN375618",0,1,3,1,6,0,2,0,0,3,5,1,1,0,2,3,1,1,1
"DN375620",0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
"DN375656",13,3,24,6,10,12,8,6,5,12,7,5,39,13,7,8,12,12,2
"DN375661",17,27,94,71,26,21,32,23,143,20,53,36,98,20,34,78,19,14,87
"DN375669",2,7,18,6,14,9,7,8,24,7,13,3,17,5,4,6,1,3,1
"DN375676",0,1,0,0,1,0,1,0,1,3,0,1,3,0,1,1,0,1,3
"DN375697",2,2,5,2,4,2,1,3,2,5,1,0,7,4,0,1,7,0,5
"DN375699",144,195,210,66,66,117,170,35,152,131,88,68,65,29,79,377,72,31,171
"DN375704",0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0
"DN375705",58,9,14,50,11,43,6,11,7,11,3,25,3,24,16,10,42,13,13
"DN375711",5,3,7,2,5,3,4,1,7,0,2,2,12,2,0,4,2,1,1
"DN375723",0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"DN375731",3,0,3,0,11,6,10,3,2,6,1,0,8,3,8,3,7,6,1
"DN375735",17,6,18,10,15,9,6,7,44,3,20,12,11,7,4,6,2,6,4
"DN375745",4,55,14,10,18,6,22,6,80,52,88,0,17,35,4,22,11,10,4
"DN375766",0,0,1,0,1,0,0,0,0,2,0,1,3,0,3,0,1,0,1
"DN375769",0,1,1,0,4,1,0,1,4,1,2,2,0,0,1,0,1,1,0
"DN375771",5,1,1,4,4,4,1,0,5,4,8,2,8,2,0,0,0,1,3
"DN375772",0,0,3,0,0,0,4,0,0,0,0,2,3,1,1,0,0,1,0
"DN375783",1,4,2,0,3,2,6,2,6,4,9,0,4,4,3,4,1,1,2
"DN375793",0,0,2,1,0,2,0,1,2,0,0,1,1,3,0,0,3,2,0
"DN375834",2,1,3,1,2,2,0,1,0,0,1,1,6,4,0,0,4,2,0
"DN375838",2276,1299,2068,1835,2319,2537,2402,2333,2985,1353,2144,1519,2358,1816,1717,1830,1834,1490,1151
"DN375840",0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"DN375871",55,29,82,54,37,58,27,23,118,33,51,44,95,66,24,57,37,36,16
"DN375880",1,10,5,2,35,7,3,9,7,0,24,6,1,2,1,2,4,1,1
"DN375886",0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,1,0,0,1
"DN375888",6,3,4,5,2,5,4,2,9,2,2,1,5,3,2,9,1,1,2
"DN375896",24,22,62,30,28,17,26,15,47,42,38,16,55,34,18,24,28,14,11
"DN375933",3,4,5,6,9,1,5,3,4,1,3,0,5,1,5,3,2,3,5
"DN375937",43,22,42,56,36,35,52,60,66,86,57,21,93,50,34,37,26,35,17
"DN375952",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
"DN375956",5,1,1,0,0,2,2,2,0,1,0,0,0,0,1,1,1,1,2
"DN375957",0,7,0,3,5,0,0,2,3,1,11,0,17,0,7,1,0,1,0
"DN375981",1,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0
"DN375985",1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0
"DN375989",2,1,0,0,2,0,0,0,0,0,1,1,0,2,3,0,1,0,0
"DN376008",1,5,0,1,0,0,1,1,8,6,2,3,6,0,1,0,1,1,4
"DN376030",6,17,33,9,25,9,5,18,41,5,32,5,22,16,23,8,10,10,5
"DN376039",0,0,0,1,1,0,0,0,0,0,1,0,4,0,0,0,0,1,0
"DN376040",1,2,1,4,2,2,2,0,4,3,1,1,4,3,3,2,2,0,2
"DN376053",1,0,2,10,0,2,0,2,1,1,4,1,2,2,0,1,0,0,0
"DN376061",13,26,21,15,38,6,46,24,25,61,32,8,97,21,16,12,30,11,18
"DN376086",1,0,1,2,0,0,1,2,2,0,1,0,0,0,3,0,0,0,1
"DN376090",0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0
"DN376103",1,3,1,1,1,2,3,3,2,2,2,1,0,4,0,1,1,0,1
"DN376112",2,3,0,0,3,0,6,1,1,3,5,0,36,4,0,0,0,0,1
"DN376123",5,3,9,9,1,8,4,3,18,2,4,5,7,5,1,5,3,4,1
"DN376124",0,3,3,0,0,0,4,2,3,6,3,0,0,0,3,0,3,4,1
"DN376131",0,0,0,1,0,3,0,0,1,2,0,0,1,0,0,0,0,0,0
"DN376144",2,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0
"DN376148",1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"DN376162",2,1,5,10,4,1,3,7,4,10,5,1,8,3,0,8,7,4,6
"DN376179",2,9,18,7,11,2,11,5,14,15,5,4,24,3,2,3,7,0,21
"DN376195",0,0,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"DN376215",6,12,21,21,6,10,0,3,22,5,21,3,6,17,2,15,6,2,0
"DN376226",0,2,1,2,0,0,1,0,0,3,1,0,0,0,0,0,1,2,0
"DN376230",0,0,1,0,1,1,0,0,0,1,3,0,1,0,0,0,0,0,1
"DN376232",5,60,25,1,36,7,25,15,4,11,28,5,27,6,12,5,19,2,13
"DN376246",1,0,3,2,2,1,3,1,3,1,7,1,4,1,5,1,0,2,1
"DN376248",3,10,16,17,12,22,19,8,42,1,26,15,48,6,9,1,23,2,8
"DN376255",7,40,22,1,68,7,6,42,9,50,57,2,30,2,50,1,7,0,8
"DN376280",0,2,1,0,0,3,0,0,7,0,2,4,2,2,1,0,3,2,0
"DN376281",0,0,1,0,1,0,0,1,0,3,0,0,1,1,0,0,0,0,1
"DN376311",19,32,79,24,61,13,30,29,59,76,50,10,137,35,22,18,42,32,41
"DN376314",7,10,15,6,19,6,11,14,14,8,22,8,26,7,9,5,6,2,15
"DN376331",0,4,1,0,3,1,2,2,0,2,0,0,3,2,0,0,2,2,0
"DN376343",0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0
"DN376345",0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0
"DN376356",7,11,12,16,17,5,5,9,18,14,20,2,17,20,5,7,9,5,5
"DN376358",1,1,1,0,1,5,0,0,1,2,0,0,5,0,0,0,0,0,0
"DN376377",0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,1
"DN376380",4,0,13,7,0,6,4,1,12,0,1,0,1,0,0,5,0,1,0
"DN376383",1,3,8,6,0,0,1,0,1,8,1,0,3,2,0,2,1,0,2
"DN376395",2,1,0,1,2,0,0,2,1,0,0,0,5,0,0,1,1,1,0
"DN376406",0,1,3,2,0,0,0,1,0,0,0,1,0,1,0,3,1,0,2
"DN376432",0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
"DN376447",0,0,2,1,0,0,1,0,2,1,0,0,2,1,0,0,0,0,0
"DN376456",2,7,12,7,5,2,9,4,5,13,9,0,141,6,4,8,4,4,9
"DN376464",0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
"DN376468",2,1,5,2,5,0,11,3,6,1,1,0,7,0,0,4,5,0,4
"DN376476",0,0,0,0,0,1,0,0,2,0,0,0,4,0,2,0,1,2,5
"DN376485",0,1,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,2
"DN376489",1,1,0,2,1,0,0,0,1,0,6,1,2,2,1,0,2,0,0
"DN376492",0,5,6,1,7,4,1,1,4,0,2,0,3,1,1,3,1,0,2
"DN376500",1,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"DN376538",597,487,815,373,619,11,659,525,1250,780,949,251,404,184,5,269,411,274,146
"DN376553",2,9,11,6,13,3,7,1,6,16,9,3,7,7,3,3,8,3,12
"DN376574",4,12,15,14,13,18,19,8,13,26,35,3,30,12,16,6,17,5,10
"DN376584",0,1,8,3,1,2,1,1,5,2,1,1,2,1,1,1,4,0,1
"DN376588",0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"DN376601",0,1,2,2,3,1,0,2,0,0,3,0,1,2,2,2,1,0,0
"DN376603",1,1,4,2,2,3,1,4,2,3,3,0,1,3,0,0,1,0,0
"DN376616",6,10,5,2,1,2,3,2,8,1,4,2,2,9,3,5,0,3,0
"DN376642",0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"DN376684",2,1,7,5,1,0,3,1,5,1,4,2,15,3,3,1,2,2,2
"DN376690",57,15,276,101,0,0,109,0,105,41,0,0,386,0,0,0,1,0,0
"DN376702",0,0,0,15,0,0,2,0,0,12,0,0,7,7,0,8,4,8,0
"DN376710",1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0
"DN376720",4,5,2,4,12,3,4,4,4,0,7,2,6,3,4,5,2,3,2
"DN376744",0,1,0,0,1,0,0,4,1,0,1,0,2,0,1,1,0,0,0
"DN376754",0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0
"DN376770",0,2,7,1,3,1,1,3,2,8,7,0,4,0,1,0,3,3,3
"DN376783",0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0,0
"DN376795",5,6,14,8,26,8,9,7,40,11,17,8,9,8,1,8,2,13,3
"DN376799",1,3,1,3,4,2,4,1,1,5,0,2,3,1,1,3,1,0,2
"DN376800",0,1,0,0,3,3,0,0,0,0,6,0,1,2,1,2,3,0,2
"DN376838",2,4,4,3,4,0,2,2,1,2,2,1,4,2,1,1,1,4,3
"DN376839",0,1,0,0,4,2,0,0,4,0,1,1,1,0,1,0,0,0,0
"DN376870",0,0,1,0,0,0,0,1,1,2,1,0,2,0,0,2,1,0,0
"DN376903",97,135,217,48,139,120,109,83,246,63,207,70,181,100,73,99,85,91,183
"DN376930",0,0,2,0,0,1,0,0,1,0,1,2,1,0,0,1,0,0,0
"DN376932",35,23,34,15,13,16,13,11,49,19,27,12,32,8,10,16,10,13,8
"DN376939",0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0
"DN376948",3,4,6,3,1,1,2,2,7,10,3,0,9,1,0,0,1,1,1
"DN376949",10,6,5,8,4,1,2,6,6,4,2,2,5,2,6,1,1,0,0
"DN376984",29,2,17,3,7,6,2,2,15,4,10,6,3,7,1,0,15,2,5
"DN376994",1,0,1,0,0,0,0,0,3,0,1,0,1,0,1,0,1,0,0
"DN377001",1,1,1,1,0,2,0,0,4,1,1,4,1,0,0,0,0,0,0
"DN377003",2,2,2,2,1,0,0,1,0,3,1,0,1,0,0,0,3,0,1
"DN377006",0,3,0,5,2,0,2,7,1,1,0,0,2,0,2,0,0,0,1
"DN377029",1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1
"DN377041",1,1,2,2,3,2,0,3,8,0,0,0,1,1,0,4,0,1,0
"DN377042",0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2
"DN377054",0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
"DN377070",0,1,3,0,2,2,0,1,2,0,2,0,1,0,1,2,0,0,0
"DN377073",1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,2
"DN377084",0,2,0,1,0,2,0,3,2,0,9,1,2,1,0,1,0,0,0
"DN377092",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
"DN377097",0,2,1,1,1,1,2,1,0,4,1,0,2,0,3,1,2,0,2
"DN377110",1,0,8,1,0,0,0,0,0,0,2,1,1,3,0,0,1,0,0
"DN377112",0,8,2,2,11,3,1,2,2,2,10,1,2,1,1,5,0,1,2
"DN377116",0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0
"DN377122",1,7,5,0,6,1,3,6,20,2,10,0,6,0,2,1,2,3,1
"DN377124",0,1,1,0,0,0,0,0,1,0,2,0,0,1,2,1,0,0,0
"DN377140",0,0,0,0,0,0,0,0,1,0,2,1,3,0,0,1,0,0,0
"DN377149",8,6,17,29,21,6,18,5,34,18,15,7,43,9,1,11,8,13,4
"DN377153",0,2,3,0,4,0,0,2,4,0,5,1,5,0,2,0,0,0,0
"DN377160",2,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,2
"DN377169",45,16,152,66,33,19,32,40,106,97,62,5,169,49,4,25,37,20,58
"DN377198",1419,777,1145,849,1449,1479,975,1270,1466,509,1601,996,1187,1360,1055,1047,1033,864,593
"DN377209",0,0,4,0,1,0,2,0,4,0,3,1,2,0,1,0,1,0,1
"DN377214",2,5,3,2,6,6,0,3,7,5,7,1,3,6,2,0,4,3,1
"DN377218",1,6,5,6,7,2,8,2,8,8,5,1,9,4,1,3,5,5,3
"DN377219",1,2,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0
"DN377227",1,0,0,0,0,0,2,0,1,4,1,0,0,0,1,1,2,0,0
"DN377233",2,0,4,0,1,4,2,0,2,3,0,0,4,1,0,2,1,0,0
"DN377234",11,2,17,4,3,2,1,2,20,2,7,6,13,3,3,2,2,0,1
"DN377241",10,13,14,3,29,7,26,26,1,42,10,8,30,10,7,6,5,1,14
"DN377244",21,9,61,16,22,26,24,10,42,24,21,17,33,33,2,21,18,19,10
"DN377253",1,0,1,1,1,2,2,3,1,1,0,1,4,1,0,1,0,1,0
"DN377255",4,3,1,3,2,0,14,3,7,9,4,1,21,6,3,4,7,8,2
"DN377286",1,1,2,0,0,0,0,0,4,0,1,3,1,2,0,0,0,0,0
"DN377301",0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
"DN377322",28,10,0,252,45,30,57,42,0,0,0,18,1,96,98,73,127,99,134
"DN377326",0,0,1,0,1,1,0,1,20,2,0,3,3,3,0,1,1,0,6
"DN377331",2,13,7,0,2,3,0,3,3,0,7,2,3,1,1,0,2,1,8
"DN377335",0,6,3,1,1,2,15,5,0,2,10,1,7,0,1,7,2,0,1
"DN377336",0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,3,1,0
"DN377339",0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,1,1,1,0
"DN377341",0,2,0,0,0,0,0,0,0,1,2,0,1,3,1,0,0,0,0
"DN377358",0,0,2,2,3,1,0,0,7,0,3,4,1,0,5,1,0,3,0
"DN377364",0,0,0,1,0,0,2,0,0,12,0,0,1,1,1,0,3,2,0
"DN377371",0,0,3,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0
"DN377395",1,2,4,2,0,5,0,3,3,0,2,1,1,1,0,0,1,1,1
"DN377413",2,2,5,5,8,4,11,2,5,15,6,1,29,1,8,1,30,0,2
"DN377415",0,1,8,3,3,2,6,2,8,6,10,2,2,2,1,8,2,1,0
"DN377426",0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,0,0,0
"DN377430",0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"DN377441",0,2,5,0,1,0,2,0,0,1,1,2,0,0,0,0,0,1,1
"DN377451",4,11,7,4,15,20,9,14,32,4,13,7,0,12,5,17,3,21,7
"DN377459",0,1,2,2,0,1,5,0,4,2,1,0,8,1,1,0,0,0,0
"DN377460",0,2,1,1,0,0,0,1,2,2,0,0,0,1,0,0,1,0,1
"DN377470",1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"DN377472",7,7,30,10,10,4,6,3,17,4,14,9,19,4,4,7,1,10,5
"DN377478",6,2,11,1,4,2,0,3,1,1,3,5,21,0,0,0,15,0,0
"DN377483",3,6,10,1,3,1,0,6,2,2,2,2,5,0,1,1,2,2,1
"DN377521",0,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,3
"DN377530",1,2,1,0,0,0,1,0,0,0,1,1,1,2,0,1,0,0,0
"DN377536",10,2,2,1,1,1,6,4,3,3,1,2,5,2,3,4,1,1,2
"DN377538",2,2,3,0,1,0,0,0,1,1,1,1,0,0,0,0,3,1,0
"DN377567",0,2,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"DN377578",0,6,9,2,2,10,2,7,6,6,4,1,6,2,1,1,1,1,1
"DN377599",1,0,1,0,1,0,1,0,3,5,1,1,2,0,0,0,0,1,0
"DN377619",0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,2,1,0,0
"DN377644",4,9,2,4,4,8,6,4,5,6,8,2,6,4,1,6,2,3,0
"DN377663",3,5,9,19,10,7,18,13,8,3,13,10,10,12,6,7,8,3,3
"DN377669",1,4,1,0,2,1,0,1,0,5,0,1,5,0,0,0,9,1,0
"DN377677",0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0
"DN377678",1,2,9,2,0,0,0,0,3,1,0,0,1,0,0,0,0,1,1
